Gene,t-statistic,p-value,adjusted_p-value
205480_s_at,4.3857592521078805,3.331201004841187e-05,0.0013208034162077
205498_at,7.326161449666645,1.396825274677593e-10,3.7957875116635144e-08
205530_at,3.7265402293347503,0.0003510547156973,0.0088390420676666
205559_s_at,5.270935845524844,1.455493414660149e-06,9.652607071092888e-05
205560_at,4.752749176870859,8.228399043457106e-06,0.0004148267327722
205603_s_at,2.9875056400921416,0.0036865985024188,0.0480962965043317
205608_s_at,5.447981861051742,5.0179187996872e-07,3.965045553667726e-05
205609_at,6.148884569323691,2.8909525138921003e-08,3.5788386037254264e-06
205610_at,9.193254705845945,4.01826006024976e-14,6.61568548487794e-11
205619_s_at,5.101616831077771,2.1911315520064025e-06,0.0001348756474402
205620_at,3.092804047041735,0.0027597501723365,0.0396233558541077
205629_s_at,3.611100256149326,0.0005310648108557,0.0119180577927336
205644_s_at,-3.923370171732837,0.0001778896592187,0.0051546362501568
205668_at,-3.2672544871018547,0.0015882970678818,0.0264910356015058
205709_s_at,-5.908701061530326,8.89984954884951e-08,9.310579694695474e-06
205726_at,3.288137900994395,0.001476303963171,0.0251790168334504
205730_s_at,4.163544204952672,7.638800952577347e-05,0.0026587378113255
205741_s_at,3.5262341995239685,0.0006908251812587,0.0145497708071735
205752_s_at,3.980793830522803,0.000149662812892,0.0045435101630415
205756_s_at,3.460942156792889,0.0008518052203098,0.0169018483741445
205762_s_at,-3.133639860764721,0.0023920433718575,0.0355583071748517
205792_at,4.654824308079226,1.2545027812126984e-05,0.0005920213027033
205794_s_at,4.143453076337256,8.145718987170944e-05,0.0028010965461594
205796_at,3.070019776257117,0.0028988140281768,0.0408326029049944
205808_at,3.822572765889119,0.0002533106614874,0.0068835627682017
205824_at,7.768229781061323,3.0253141206563015e-11,1.070048802390228e-08
205830_at,-3.8075203067957,0.0002984206741671,0.0077790511496241
205863_at,4.0695270817898495,0.0001060409173708,0.0034245069011211
205883_at,4.767186358255108,8.384100267597281e-06,0.0004217221360335
205890_s_at,-4.5735508905998215,1.8523172233050696e-05,0.0008109073612358
205892_s_at,3.3564521510401155,0.0011975608188805,0.0216091387605867
205913_at,8.54263443999314,4.946982191132746e-13,3.5559227150003537e-10
205932_s_at,5.365234081315684,7.857256779641981e-07,5.684521195479294e-05
205945_at,4.314113884888497,4.3491654845765023e-05,0.0016537961517545
205959_at,-3.72479870565922,0.0004358269664629,0.0103644955108797
205968_at,-6.376395833720707,9.42811398018684e-09,1.389873125877545e-06
205969_at,4.524343597431134,2.7612577969048193e-05,0.0011289744493289
205980_s_at,-3.8482224557982305,0.0002672308597649,0.0071829978867814
205995_x_at,3.021196129060971,0.0033574817271706,0.0451658960209864
206030_at,6.812279329691994,3.6170300419106305e-09,6.060021084503351e-07
206068_s_at,6.600557337458025,3.481099851581258e-09,5.92132427425841e-07
206069_s_at,4.932921971721827,4.360680415095408e-06,0.0002399235597273
206070_s_at,3.556849089518613,0.0006206899073141,0.0134019701595744
206076_at,3.0914041164480692,0.0027368308729856,0.0393958671464728
206082_at,-3.298590926570731,0.001440716024754,0.0247711999842555
206084_at,3.6919637679737742,0.000414354960983,0.0100141774355581
206093_x_at,6.33622623903847,1.3195787730576425e-08,1.8268268442661113e-06
206100_at,6.483078945642512,5.913184639088685e-09,9.411678093772368e-07
206101_at,5.6999214352945575,1.7500048465769236e-07,1.659376936011642e-05
206201_s_at,6.2067155384786465,1.9678444118408673e-08,2.5200848867270137e-06
206208_at,4.338429746919858,4.08740527247018e-05,0.0015710974427154
206209_s_at,4.593890510472357,2.042344139586185e-05,0.0008802621752881
206225_at,3.2998914856537236,0.0014339951679971,0.0247445815370051
